sorting,graph,tree,partition,basic_knowledge,loop_and_branch,simulate,weakness
0.74,0.56,0.96,0.62,0.81,0.92,0.89,graph
0.43,0.66,0.78,0.64,0.89,0.82,0.7,sorting
0.98,0.79,0.89,0.97,0.93,0.8,0.9,
0.51,0.82,0.62,0.94,0.84,0.82,0.54,sorting;simulate
0.6,0.44,0.63,0.71,0.78,0.58,0.74,graph;loop_and_branch
0.45,0.8,0.71,0.47,0.7,0.61,0.95,sorting;partition
0.58,0.97,0.88,0.86,0.65,0.53,0.76,sorting;loop_and_branch
0.84,0.96,0.64,0.57,0.97,0.62,0.76,partition
0.79,0.71,0.91,0.47,0.77,0.71,0.52,partition;simulate
0.46,0.88,0.6,0.49,0.44,0.8,0.67,sorting;partition;basic_knowledge
0.69,0.57,0.87,0.52,0.74,0.62,0.72,graph;partition
0.66,0.65,0.43,0.43,0.92,0.57,0.46,tree;partition;loop_and_branch;simulate
0.97,0.85,0.61,0.85,0.95,0.65,0.72,
0.93,0.61,0.86,0.82,0.85,0.81,0.45,simulate
0.57,0.57,0.96,0.61,0.87,0.67,0.75,sorting;graph
0.58,0.83,0.82,0.49,0.75,0.84,0.77,sorting;partition
0.95,0.86,0.61,0.46,0.85,0.52,0.81,partition;loop_and_branch
0.72,0.62,0.64,0.8,0.96,0.92,0.61,
0.63,0.46,0.87,0.49,0.91,0.77,0.58,graph;partition;simulate
0.46,0.7,0.7,0.97,0.84,0.5,0.75,sorting;loop_and_branch
0.92,0.91,0.8,0.93,0.62,0.86,0.47,simulate
0.81,0.67,0.6,0.93,0.83,0.86,0.66,
0.87,0.55,0.57,0.84,0.85,0.9,0.58,graph;tree;simulate
0.6,0.79,0.43,0.88,0.87,0.59,0.69,tree;loop_and_branch
0.76,0.77,0.7,0.51,0.55,0.81,0.54,partition;basic_knowledge;simulate
0.67,0.82,0.83,0.8,0.98,0.83,0.7,
0.9,0.92,0.52,0.77,0.96,0.75,0.51,tree;simulate
0.62,0.72,0.44,0.8,0.58,0.63,0.77,tree;basic_knowledge
0.56,0.68,0.58,0.53,0.58,0.58,0.57,sorting;tree;partition;basic_knowledge;loop_and_branch;simulate
0.43,0.75,0.9,0.73,0.9,0.74,0.84,sorting
0.74,0.56,0.51,0.62,0.95,0.51,0.9,graph;tree;loop_and_branch
0.45,0.7,0.57,0.53,0.62,0.77,0.47,sorting;tree;partition;simulate
0.92,0.87,0.5,0.7,0.53,0.59,0.67,tree;basic_knowledge;loop_and_branch
0.9,0.8,0.46,0.53,0.46,0.82,0.8,tree;partition;basic_knowledge
0.68,0.45,0.47,0.71,0.63,0.88,0.96,graph;tree
0.87,0.96,0.51,0.89,0.94,0.58,0.78,tree;loop_and_branch
0.82,0.89,0.47,0.64,0.73,0.92,0.62,tree
0.87,0.46,0.49,0.46,0.65,0.82,0.81,graph;tree;partition
0.87,0.89,0.59,0.75,0.44,0.95,0.49,tree;basic_knowledge;simulate
0.86,0.53,0.51,0.59,0.75,0.79,0.97,graph;tree;partition
0.91,0.75,0.88,0.61,0.99,0.58,0.72,loop_and_branch
0.43,0.89,0.43,0.84,0.7,0.83,0.95,sorting;tree
0.69,0.76,0.73,0.97,0.68,0.55,0.7,loop_and_branch
0.98,0.63,0.65,0.78,0.96,0.81,0.47,simulate
0.91,0.74,0.8,0.88,0.79,0.84,0.51,simulate
0.73,0.71,0.84,0.69,0.54,0.57,0.7,basic_knowledge;loop_and_branch
0.8,0.81,0.48,0.56,0.94,0.59,0.74,tree;partition;loop_and_branch
0.67,0.83,0.73,0.66,0.55,0.54,0.82,basic_knowledge;loop_and_branch
0.95,0.89,0.58,0.76,0.99,0.57,0.52,tree;loop_and_branch;simulate
0.86,0.82,0.59,0.96,0.89,0.52,0.52,tree;loop_and_branch;simulate
0.64,0.49,0.9,0.89,0.99,0.8,0.51,graph;simulate
0.43,0.62,0.5,0.95,0.89,0.64,0.62,sorting;tree
0.8,0.51,0.91,0.61,0.92,0.65,0.88,graph
0.63,0.62,0.99,0.94,0.96,0.54,0.49,loop_and_branch;simulate
0.98,0.51,0.88,0.78,0.52,0.73,0.78,graph;basic_knowledge
0.56,0.89,0.44,0.85,0.5,0.93,0.74,sorting;tree;basic_knowledge
0.57,0.51,0.71,0.43,0.73,0.74,0.47,sorting;graph;partition;simulate
0.46,0.96,0.54,0.57,0.52,0.69,0.67,sorting;tree;partition;basic_knowledge
0.5,0.54,0.76,0.91,0.59,0.91,0.77,sorting;graph;basic_knowledge
0.52,0.75,0.5,0.94,0.89,0.72,0.44,sorting;tree;simulate
0.72,0.82,0.7,0.54,0.87,0.98,0.47,partition;simulate
0.99,0.48,0.95,0.75,0.63,0.61,0.58,graph;simulate
0.55,0.95,0.91,0.51,0.73,0.63,0.57,sorting;partition;simulate
0.67,0.78,0.44,0.64,0.89,0.55,0.6,tree;loop_and_branch
0.82,0.6,0.6,0.55,0.64,0.77,0.5,partition;simulate
0.88,0.64,0.49,0.96,0.62,0.93,0.54,tree;simulate
0.58,0.43,0.56,0.96,0.91,0.48,0.54,sorting;graph;tree;loop_and_branch;simulate
0.86,0.51,0.72,0.56,0.74,0.49,0.48,graph;partition;loop_and_branch;simulate
0.76,0.79,0.76,0.67,0.87,0.82,0.57,simulate
0.55,0.69,0.58,0.99,0.53,0.66,0.7,sorting;tree;basic_knowledge
0.46,0.7,0.97,0.89,0.44,0.61,0.88,sorting;basic_knowledge
0.45,0.77,0.61,0.49,0.76,0.85,0.51,sorting;partition;simulate
0.91,0.55,0.75,0.67,0.52,0.97,0.6,graph;basic_knowledge
0.92,0.8,0.52,0.89,0.84,0.6,0.54,tree;simulate
0.86,0.7,0.8,0.85,0.98,0.48,0.64,loop_and_branch
0.68,0.96,0.64,0.68,0.57,0.63,0.44,basic_knowledge;simulate
0.95,0.76,0.43,0.75,0.9,0.76,0.83,tree
0.82,0.85,0.49,0.69,0.62,0.5,0.7,tree;loop_and_branch
0.5,0.57,0.58,0.44,0.73,0.63,0.97,sorting;graph;tree;partition
0.66,0.89,0.95,0.68,0.81,0.45,0.79,loop_and_branch
0.56,0.74,0.88,0.54,0.51,0.76,0.59,sorting;partition;basic_knowledge;simulate
0.75,0.97,0.82,0.96,0.87,0.77,0.81,
0.58,0.48,0.91,0.97,0.94,0.46,0.91,sorting;graph;loop_and_branch
0.7,0.81,0.64,0.57,0.96,0.85,0.97,partition
0.58,0.59,0.94,0.68,0.95,0.52,0.43,sorting;graph;loop_and_branch;simulate
0.65,0.99,0.79,0.7,0.47,0.82,0.84,basic_knowledge
0.55,0.61,0.87,0.65,0.88,0.63,0.88,sorting
0.71,0.51,0.88,0.9,0.53,0.96,0.91,graph;basic_knowledge
0.83,0.78,0.56,0.82,0.94,0.97,0.96,tree
0.64,0.74,0.66,0.51,0.61,0.88,0.8,partition
0.48,0.45,0.93,0.78,0.72,0.81,0.5,sorting;graph;simulate
0.78,0.85,0.53,0.79,0.53,0.49,0.98,tree;basic_knowledge;loop_and_branch
0.53,0.64,0.49,0.58,0.93,0.54,0.65,sorting;tree;partition;loop_and_branch
0.89,0.59,0.96,0.97,0.64,0.58,0.57,graph;loop_and_branch;simulate
0.69,0.69,0.64,0.64,0.87,0.85,0.81,
0.44,0.73,0.47,0.67,0.61,0.7,0.5,sorting;tree;simulate
0.5,0.82,0.52,0.77,0.61,0.62,0.6,sorting;tree
0.67,0.87,0.93,0.75,0.95,0.9,0.81,
0.77,0.94,0.8,0.99,0.59,0.48,0.89,basic_knowledge;loop_and_branch
0.87,0.88,0.97,0.57,0.78,0.86,0.55,partition;simulate
0.87,0.59,0.73,0.81,0.54,0.67,0.91,graph;basic_knowledge
0.93,0.69,0.75,0.63,0.83,0.53,0.58,loop_and_branch;simulate
0.48,0.45,0.54,0.9,0.5,0.62,0.89,sorting;graph;tree;basic_knowledge
0.96,0.9,0.97,0.96,0.65,0.84,0.95,
0.51,0.66,0.76,0.91,0.72,0.75,0.84,sorting
0.87,0.62,0.64,0.88,0.63,0.46,0.67,loop_and_branch
0.91,0.55,0.71,0.45,0.97,0.89,0.43,graph;partition;simulate
0.74,0.96,0.44,0.48,0.99,0.76,0.92,tree;partition
0.46,0.97,0.67,0.67,0.9,0.54,0.61,sorting;loop_and_branch
0.93,0.49,0.56,0.74,0.81,0.89,0.65,graph;tree
0.92,0.89,0.89,0.71,0.48,0.88,0.82,basic_knowledge
0.76,0.96,0.82,0.6,0.89,0.66,0.96,
0.54,0.48,0.9,0.86,0.6,0.84,0.9,sorting;graph
0.91,0.87,0.86,0.47,0.75,0.62,0.86,partition
0.5,0.92,0.98,0.62,0.74,0.48,0.82,sorting;loop_and_branch
0.93,0.56,0.9,0.85,0.77,0.72,0.66,graph
0.67,0.43,0.6,0.52,0.45,0.5,0.74,graph;partition;basic_knowledge;loop_and_branch
0.44,0.61,0.66,0.93,0.43,0.97,0.62,sorting;basic_knowledge
0.73,0.8,0.43,0.44,0.93,0.61,0.92,tree;partition
0.5,0.95,0.49,0.92,0.74,0.79,0.52,sorting;tree;simulate
0.71,0.85,0.73,0.53,0.77,0.98,0.94,partition
0.46,0.97,0.95,0.68,0.76,0.72,0.61,sorting
0.97,0.56,0.52,0.54,0.75,0.62,0.61,graph;tree;partition
0.55,0.76,0.62,0.43,0.7,0.91,0.57,sorting;partition;simulate
0.88,0.87,0.75,0.86,0.56,0.53,0.82,basic_knowledge;loop_and_branch
0.61,0.68,0.62,0.96,0.45,0.7,0.82,basic_knowledge
0.53,0.81,0.71,0.98,0.55,0.66,0.93,sorting;basic_knowledge
0.8,0.72,0.64,0.64,0.84,0.6,0.49,simulate
0.5,0.51,0.94,0.86,0.61,0.92,0.86,sorting;graph
0.91,0.45,0.85,0.52,0.56,0.53,0.52,graph;partition;basic_knowledge;loop_and_branch;simulate
0.63,0.75,0.67,0.68,0.97,0.62,0.8,
0.88,0.86,0.91,0.89,0.75,0.97,0.65,
0.54,0.76,0.47,0.43,0.79,0.74,0.88,sorting;tree;partition
0.62,0.83,0.65,0.69,0.69,0.87,0.62,
0.48,0.88,0.95,0.63,0.98,0.95,0.54,sorting;simulate
0.76,0.76,0.95,0.56,0.78,0.93,0.69,partition
0.87,0.57,0.77,0.83,0.54,0.9,0.73,graph;basic_knowledge
0.63,0.73,0.54,0.72,0.93,0.56,0.54,tree;loop_and_branch;simulate
0.53,0.67,0.98,0.54,0.73,0.68,0.7,sorting;partition
0.69,0.97,0.6,0.47,0.84,0.78,0.96,partition
0.72,0.88,0.88,0.68,0.56,0.89,0.69,basic_knowledge
0.63,0.83,0.86,0.79,0.56,0.98,0.7,basic_knowledge
0.45,0.6,0.78,0.99,0.98,0.59,0.78,sorting;loop_and_branch
0.54,0.89,0.98,0.74,0.84,0.75,0.95,sorting
0.92,0.7,0.56,0.82,0.67,0.92,0.62,tree
0.9,0.58,0.82,0.96,0.83,0.79,0.89,graph
0.93,0.82,0.47,0.88,0.53,0.61,0.94,tree;basic_knowledge
0.7,0.71,0.75,0.92,0.59,0.66,0.8,basic_knowledge
0.71,0.82,0.54,0.51,0.82,0.68,0.52,tree;partition;simulate
0.65,0.7,0.81,0.62,0.47,0.88,0.74,basic_knowledge
0.71,0.76,0.89,0.9,0.47,0.48,0.85,basic_knowledge;loop_and_branch
0.95,0.49,0.88,0.79,0.79,0.78,0.93,graph
0.84,0.49,0.53,0.94,0.56,0.92,0.66,graph;tree;basic_knowledge
0.88,0.97,0.94,0.56,0.43,0.61,0.76,partition;basic_knowledge
0.95,0.61,0.8,0.45,0.51,0.76,0.68,partition;basic_knowledge
0.67,0.91,0.74,0.5,0.85,0.9,0.93,partition
0.94,0.54,0.98,0.71,0.68,0.43,0.76,graph;loop_and_branch
0.69,0.81,0.97,0.62,0.83,0.46,0.52,loop_and_branch;simulate
0.7,0.46,0.84,0.89,0.54,0.89,0.87,graph;basic_knowledge
0.52,0.47,0.58,0.65,0.8,0.96,0.95,sorting;graph;tree
0.63,0.49,0.55,0.7,0.98,0.51,0.82,graph;tree;loop_and_branch
0.49,0.48,0.76,0.89,0.64,0.76,0.65,sorting;graph
0.65,0.5,0.71,0.59,0.44,0.83,0.72,graph;partition;basic_knowledge
0.97,0.98,0.9,0.87,0.8,0.78,0.6,
0.99,0.48,0.81,0.95,0.93,0.67,0.63,graph
0.85,0.5,0.83,0.68,0.76,0.68,0.8,graph
0.96,0.63,0.69,0.72,0.52,0.65,0.72,basic_knowledge
0.96,0.83,0.64,0.63,0.66,0.84,0.82,
0.62,0.7,0.98,0.45,0.79,0.85,0.57,partition;simulate
0.55,0.66,0.86,0.86,0.94,0.47,0.74,sorting;loop_and_branch
0.68,0.52,0.73,0.84,0.85,0.91,0.54,graph;simulate
0.67,0.95,0.52,0.47,0.61,0.72,0.99,tree;partition
0.89,0.84,0.88,0.54,0.69,0.46,0.75,partition;loop_and_branch
0.72,0.59,0.6,0.75,0.53,0.44,0.78,graph;basic_knowledge;loop_and_branch
0.73,0.78,0.75,0.96,0.71,0.73,0.53,simulate
0.83,0.59,0.8,0.52,0.73,0.48,0.86,graph;partition;loop_and_branch
0.68,0.51,0.91,0.59,0.95,0.78,0.65,graph;partition
0.9,0.44,0.79,0.51,0.51,0.8,0.45,graph;partition;basic_knowledge;simulate
0.48,0.65,0.67,0.51,0.69,0.44,0.52,sorting;partition;loop_and_branch;simulate
0.7,0.56,0.65,0.8,0.52,0.94,0.97,graph;basic_knowledge
0.67,0.95,0.69,0.99,0.77,0.55,0.75,loop_and_branch
0.45,0.63,0.78,0.98,0.48,0.49,0.93,sorting;basic_knowledge;loop_and_branch
0.75,0.59,0.72,0.99,0.91,0.48,0.94,graph;loop_and_branch
0.86,0.52,0.6,0.52,0.68,0.94,0.71,graph;partition
0.5,0.55,0.54,0.91,0.67,0.5,0.82,sorting;graph;tree;loop_and_branch
0.54,0.65,0.95,0.5,0.56,0.44,0.61,sorting;partition;basic_knowledge;loop_and_branch
0.5,0.51,0.67,0.63,0.87,0.88,0.55,sorting;graph;simulate
0.86,0.71,0.44,0.71,0.61,0.89,0.92,tree
0.71,0.62,0.83,0.69,0.58,0.94,0.51,basic_knowledge;simulate
0.45,0.63,0.8,0.69,0.65,0.95,0.69,sorting
0.56,0.82,0.98,0.95,0.98,0.68,0.91,sorting
0.82,0.9,0.6,0.45,0.45,0.48,0.9,partition;basic_knowledge;loop_and_branch
0.44,0.65,0.91,0.57,0.61,0.69,0.43,sorting;partition;simulate
0.61,0.81,0.47,0.51,0.94,0.72,0.47,tree;partition;simulate
0.83,0.76,0.44,0.76,0.44,0.85,0.97,tree;basic_knowledge
0.6,0.87,0.69,0.93,0.76,0.64,0.59,simulate
0.79,0.46,0.83,0.82,0.44,0.51,0.76,graph;basic_knowledge;loop_and_branch
0.55,0.79,0.55,0.63,0.77,0.97,0.81,sorting;tree
0.79,0.58,0.51,0.72,0.79,0.72,0.53,graph;tree;simulate
0.78,0.96,0.63,0.45,0.93,0.91,0.89,partition
0.98,0.77,0.99,0.73,0.68,0.83,0.52,simulate
0.91,0.57,0.6,0.86,0.62,0.84,0.74,graph
0.68,0.96,0.57,0.84,0.89,0.53,0.5,tree;loop_and_branch;simulate
0.53,0.94,0.7,0.71,0.49,0.56,0.83,sorting;basic_knowledge;loop_and_branch
0.73,0.5,0.46,0.43,0.85,0.93,0.66,graph;tree;partition
0.51,0.77,0.95,0.97,0.83,0.56,0.75,sorting;loop_and_branch
0.73,0.63,0.69,0.48,0.82,0.6,0.61,partition
0.95,0.97,0.56,0.85,0.74,0.82,0.49,tree;simulate
0.92,0.71,0.67,0.44,0.81,0.61,0.68,partition
0.87,0.91,0.88,0.5,0.73,0.79,0.46,partition;simulate
0.56,0.45,0.53,0.97,0.92,0.84,0.77,sorting;graph;tree
0.49,0.77,0.85,0.94,0.86,0.84,0.8,sorting
0.67,0.55,0.53,0.66,0.79,0.9,0.75,graph;tree
0.54,0.52,0.68,0.77,0.65,0.73,0.69,sorting;graph
0.56,0.67,0.79,0.49,0.48,0.7,0.44,sorting;partition;basic_knowledge;simulate
0.54,0.59,0.91,0.54,0.89,0.67,0.52,sorting;graph;partition;simulate
0.66,0.57,0.95,0.8,0.58,0.5,0.72,graph;basic_knowledge;loop_and_branch
0.79,0.98,0.82,0.46,0.81,0.46,0.64,partition;loop_and_branch
0.63,0.92,0.86,0.55,0.73,0.91,0.94,partition
0.64,0.82,0.73,0.47,0.8,0.5,0.86,partition;loop_and_branch
0.44,0.46,0.66,0.73,0.92,0.8,0.66,sorting;graph
0.74,0.54,0.77,0.68,0.83,0.97,0.72,graph
0.92,0.44,0.47,0.45,0.9,0.84,0.62,graph;tree;partition
0.76,0.46,0.91,0.93,0.61,0.71,0.65,graph
0.98,0.79,0.79,0.78,0.94,0.66,0.61,
0.98,0.95,0.5,0.69,0.86,0.98,0.77,tree
0.64,0.92,0.59,0.72,0.78,0.76,0.87,tree
0.93,0.81,0.53,0.84,0.9,0.78,0.86,tree
0.68,0.86,0.48,0.46,0.76,0.72,0.68,tree;partition
0.8,0.64,0.72,0.73,0.76,0.55,0.46,loop_and_branch;simulate
0.85,0.5,0.77,0.95,0.87,0.62,0.84,graph
0.73,0.5,0.95,0.47,0.6,0.68,0.54,graph;partition;simulate
0.78,0.64,0.69,0.84,0.96,0.64,0.43,simulate
0.95,0.96,0.5,0.88,0.85,0.83,0.63,tree
0.45,0.68,0.94,0.98,0.6,0.52,0.93,sorting;loop_and_branch
0.8,0.46,0.58,0.53,0.66,0.81,0.86,graph;tree;partition
0.92,0.81,0.65,0.64,0.74,0.91,0.52,simulate
0.52,0.96,0.82,0.83,0.75,0.5,0.6,sorting;loop_and_branch
0.72,0.91,0.86,0.44,0.78,0.85,0.53,partition;simulate
0.73,0.6,0.84,0.78,0.43,0.69,0.89,basic_knowledge
0.75,0.77,0.5,0.66,0.52,0.85,0.98,tree;basic_knowledge
0.65,0.91,0.63,0.56,0.58,0.88,0.63,partition;basic_knowledge
0.66,0.8,0.83,0.52,0.97,0.91,0.48,partition;simulate
0.56,0.51,0.87,0.52,0.87,0.87,0.73,sorting;graph;partition
0.47,0.46,0.5,0.53,0.54,0.82,0.62,sorting;graph;tree;partition;basic_knowledge
0.46,0.77,0.99,0.92,0.51,0.82,0.86,sorting;basic_knowledge
0.53,0.83,0.68,0.76,0.76,0.88,0.45,sorting;simulate
0.81,0.94,0.94,0.87,0.43,0.69,0.99,basic_knowledge
0.97,0.73,0.89,0.84,0.53,0.78,0.87,basic_knowledge
0.44,0.46,0.87,0.71,0.53,0.91,0.68,sorting;graph;basic_knowledge
0.46,0.7,0.66,0.96,0.63,0.69,0.76,sorting
0.49,0.52,0.47,0.52,0.76,0.46,0.89,sorting;graph;tree;partition;loop_and_branch
0.53,0.71,0.61,0.92,0.66,0.56,0.78,sorting;loop_and_branch
0.58,0.87,0.71,0.51,0.97,0.53,0.51,sorting;partition;loop_and_branch;simulate
0.81,0.53,0.75,0.89,0.73,0.81,0.68,graph
0.54,0.63,0.52,0.91,0.56,0.63,0.56,sorting;tree;basic_knowledge;simulate
0.63,0.63,0.56,0.98,0.63,0.61,0.61,tree
0.72,0.56,0.85,0.43,0.78,0.68,0.64,graph;partition
0.65,0.91,0.71,0.68,0.66,0.65,0.44,simulate
0.52,0.5,0.53,0.57,0.55,0.63,0.46,sorting;graph;tree;partition;basic_knowledge;simulate
0.56,0.98,0.71,0.6,0.89,0.91,0.7,sorting
0.95,0.82,0.79,0.99,0.77,0.57,0.95,loop_and_branch
0.58,0.59,0.58,0.93,0.65,0.86,0.53,sorting;graph;tree;simulate
0.97,0.55,0.62,0.44,0.89,0.91,0.45,graph;partition;simulate
0.91,0.83,0.69,0.57,0.72,0.52,0.6,partition;loop_and_branch
0.56,0.9,0.69,0.8,0.82,0.63,0.5,sorting;simulate
0.72,0.59,0.8,0.46,0.81,0.48,0.56,graph;partition;loop_and_branch;simulate
0.98,0.55,0.74,0.76,0.8,0.99,0.89,graph
0.79,0.58,0.52,0.49,0.64,0.83,0.78,graph;tree;partition
0.48,0.86,0.48,0.54,0.78,0.64,0.86,sorting;tree;partition
0.77,0.61,0.88,0.67,0.59,0.91,0.58,basic_knowledge;simulate
0.64,0.47,0.89,0.81,0.55,0.51,0.61,graph;basic_knowledge;loop_and_branch
0.73,0.57,0.72,0.54,0.56,0.78,0.57,graph;partition;basic_knowledge;simulate
0.81,0.83,0.78,0.55,0.9,0.5,0.71,partition;loop_and_branch
0.71,0.45,0.9,0.53,0.53,0.71,0.61,graph;partition;basic_knowledge
0.46,0.64,0.79,0.76,0.69,0.99,0.79,sorting
0.92,0.51,0.72,0.44,0.45,0.45,0.54,graph;partition;basic_knowledge;loop_and_branch;simulate
0.74,0.52,0.73,0.63,0.88,0.57,0.56,graph;loop_and_branch;simulate
0.63,0.98,0.72,0.53,0.57,0.67,0.56,partition;basic_knowledge;simulate
0.96,0.94,0.86,0.86,0.81,0.54,0.89,loop_and_branch
0.63,0.46,0.57,0.52,0.64,0.67,0.97,graph;tree;partition
0.76,0.59,0.53,0.89,0.83,0.67,0.82,graph;tree
0.9,0.66,0.7,0.58,0.91,0.76,0.46,partition;simulate
0.71,0.52,0.56,0.51,0.82,0.77,0.51,graph;tree;partition;simulate
0.48,0.61,0.76,0.76,0.43,0.61,0.83,sorting;basic_knowledge
0.7,0.82,0.57,0.45,0.58,0.98,0.7,tree;partition;basic_knowledge
0.84,0.94,0.75,0.46,0.49,0.87,0.65,partition;basic_knowledge
0.63,0.94,0.95,0.78,0.94,0.45,0.79,loop_and_branch
0.65,0.5,0.98,0.78,0.7,0.49,0.8,graph;loop_and_branch
0.99,0.99,0.62,0.64,0.47,0.75,0.57,basic_knowledge;simulate
0.63,0.88,0.97,0.93,0.72,0.85,0.68,
0.92,0.45,0.47,0.73,0.73,0.5,0.48,graph;tree;loop_and_branch;simulate
0.7,0.85,0.44,0.86,0.95,0.5,0.8,tree;loop_and_branch
0.59,0.88,0.79,0.52,0.66,0.55,0.84,sorting;partition;loop_and_branch
0.68,0.56,0.54,0.89,0.88,0.6,0.97,graph;tree
0.82,0.81,0.73,0.68,0.85,0.7,0.83,
0.74,0.56,0.77,0.43,0.83,0.9,0.88,graph;partition
0.48,0.81,0.77,0.99,0.62,0.72,0.6,sorting
0.73,0.65,0.43,0.54,0.84,0.54,0.56,tree;partition;loop_and_branch;simulate
0.53,0.64,0.71,0.97,0.74,0.71,0.66,sorting
0.45,0.86,0.46,0.5,0.7,0.81,0.64,sorting;tree;partition
0.79,0.44,0.58,0.77,0.81,0.93,0.48,graph;tree;simulate
0.67,0.82,0.96,0.72,0.48,0.64,0.76,basic_knowledge
0.9,0.74,0.5,0.65,0.97,0.68,0.91,tree
0.61,0.82,0.86,0.76,0.58,0.68,0.85,basic_knowledge
0.44,0.78,0.63,0.67,0.82,0.51,0.7,sorting;loop_and_branch
0.77,0.77,0.54,0.46,0.74,0.84,0.5,tree;partition;simulate
0.87,0.76,0.57,0.55,0.74,0.74,0.78,tree;partition
0.69,0.46,0.73,0.79,0.85,0.79,0.64,graph
0.47,0.79,0.9,0.98,0.53,0.47,0.66,sorting;basic_knowledge;loop_and_branch
0.87,0.48,0.63,0.88,0.53,0.66,0.83,graph;basic_knowledge
0.88,0.79,0.59,0.78,0.65,0.73,0.94,tree
0.68,0.52,0.64,0.58,0.64,0.58,0.85,graph;partition;loop_and_branch
0.71,0.65,0.44,0.59,0.44,0.7,0.59,tree;partition;basic_knowledge;simulate
0.87,0.91,0.8,0.52,0.5,0.56,0.46,partition;basic_knowledge;loop_and_branch;simulate
0.6,0.86,0.6,0.66,0.82,0.49,0.88,loop_and_branch
0.72,0.72,0.51,0.96,0.9,0.86,0.56,tree;simulate
0.96,0.96,0.45,0.83,0.81,0.83,0.66,tree
0.68,0.65,0.59,0.78,0.53,0.53,0.79,tree;basic_knowledge;loop_and_branch
0.83,0.8,0.92,0.6,0.73,0.79,0.76,
0.65,0.68,0.62,0.85,0.81,0.51,0.55,loop_and_branch;simulate
0.62,0.71,0.66,0.43,0.86,0.6,0.5,partition;simulate
0.87,0.92,0.88,0.48,0.87,0.6,0.89,partition
0.85,0.48,0.59,0.65,0.65,0.86,0.6,graph;tree
0.58,0.47,0.71,0.83,0.78,0.48,0.52,sorting;graph;loop_and_branch;simulate
0.5,0.86,0.63,0.55,0.51,0.54,0.71,sorting;partition;basic_knowledge;loop_and_branch
0.78,0.7,0.86,0.89,0.6,0.52,0.7,loop_and_branch
0.82,0.69,0.95,0.94,0.66,0.88,0.68,
0.46,0.81,0.99,0.78,0.58,0.58,0.82,sorting;basic_knowledge;loop_and_branch
0.96,0.89,0.63,0.55,0.86,0.92,0.64,partition
0.96,0.71,0.84,0.91,0.91,0.55,0.48,loop_and_branch;simulate
0.55,0.5,0.64,0.72,0.53,0.43,0.84,sorting;graph;basic_knowledge;loop_and_branch
0.91,0.95,0.57,0.74,0.46,0.96,0.75,tree;basic_knowledge
0.52,0.85,0.88,0.58,0.96,0.87,0.9,sorting;partition
0.96,0.89,0.87,0.91,0.68,0.97,0.6,
0.54,0.94,0.76,0.83,0.57,0.65,0.7,sorting;basic_knowledge
0.55,0.73,0.57,0.89,0.54,0.73,0.78,sorting;tree;basic_knowledge
0.97,0.58,0.62,0.59,0.72,0.51,0.99,graph;partition;loop_and_branch
0.96,0.65,0.89,0.63,0.64,0.75,0.47,simulate
0.73,0.73,0.61,0.49,0.66,0.5,0.78,partition;loop_and_branch
0.74,0.57,0.56,0.45,0.59,0.95,0.73,graph;tree;partition;basic_knowledge
0.9,0.7,0.73,0.44,0.98,0.43,0.65,partition;loop_and_branch
0.67,0.79,0.81,0.79,0.54,0.75,0.68,basic_knowledge
0.47,0.88,0.76,0.73,0.45,0.5,0.45,sorting;basic_knowledge;loop_and_branch;simulate
0.62,0.78,0.47,0.48,0.48,0.9,0.52,tree;partition;basic_knowledge;simulate
0.55,0.63,0.76,0.79,0.53,0.93,0.7,sorting;basic_knowledge
0.52,0.84,0.99,0.55,0.91,0.51,0.52,sorting;partition;loop_and_branch;simulate
0.58,0.69,0.96,0.79,0.58,0.44,0.9,sorting;basic_knowledge;loop_and_branch
0.5,0.6,0.86,0.73,0.64,0.9,0.89,sorting
0.62,0.69,0.56,0.87,0.5,0.67,0.56,tree;basic_knowledge;simulate
0.84,0.58,0.66,0.72,0.87,0.6,0.45,graph;simulate
0.85,0.56,0.6,0.52,0.87,0.46,0.96,graph;partition;loop_and_branch
0.74,0.94,0.92,0.46,0.75,0.5,0.97,partition;loop_and_branch
0.78,0.47,0.51,0.57,0.57,0.5,0.81,graph;tree;partition;basic_knowledge;loop_and_branch
0.44,0.59,0.69,0.86,0.9,0.66,0.57,sorting;graph;simulate
0.77,0.83,0.84,0.52,0.6,0.91,0.66,partition
0.75,0.77,0.46,0.62,0.96,0.75,0.84,tree
0.58,0.45,0.57,0.49,0.57,0.73,0.49,sorting;graph;tree;partition;basic_knowledge;simulate
0.53,0.7,0.62,0.44,0.66,0.96,0.74,sorting;partition
0.69,0.7,0.62,0.66,0.93,0.72,0.79,
0.71,0.66,0.96,0.97,0.57,0.56,0.58,basic_knowledge;loop_and_branch;simulate
0.49,0.63,0.49,0.97,0.96,0.91,0.92,sorting;tree
0.94,0.75,0.52,0.65,0.99,0.58,0.73,tree;loop_and_branch
0.44,0.97,0.8,0.83,0.82,0.5,0.88,sorting;loop_and_branch
0.47,0.79,0.7,0.82,0.72,0.94,0.93,sorting
0.48,0.76,0.84,0.97,0.75,0.8,0.89,sorting
0.94,0.78,0.61,0.91,0.48,0.49,0.68,basic_knowledge;loop_and_branch
0.89,0.83,0.59,0.88,0.55,0.55,0.47,tree;basic_knowledge;loop_and_branch;simulate
0.92,0.58,0.88,0.79,0.59,0.92,0.96,graph;basic_knowledge
